10,0.0025288,0.99835
11,0.10447,0.89832
12,0.020207,0.98616
13,0.072519,0.93837
14,0.032136,0.96337
15,0.0032321,0.99736
16,0.033478,0.97196
17,0.26648,0.71821
18,0.022771,0.97924
19,0.0010649,0.99929
20,0.31968,0.72586
21,0.00030896,0.99972
22,0.00030612,0.99988
23,0.0015123,0.99894
24,4.4722e-08,1
25,0.00015132,0.99992
26,0.0015762,0.99909
27,0.0010269,0.99919
28,0.0039102,0.99777
29,5.4003e-07,1
30,4.02e-06,1
31,5.107e-06,0.99999
32,1.3743e-06,1
33,6.5583e-06,1
34,1.179e-06,1
35,1.858e-05,0.99999
36,1.6754e-07,1
37,0.00041453,0.99956
38,0.0005266,0.99964
39,0.00081938,0.99955
40,0.02226,0.98583
41,0.00097295,0.99953
42,0.16572,0.85485
43,0.0049339,0.99695
44,0.00088806,0.99895
45,0.00026881,0.99985
46,0.010153,0.99074
47,0.019771,0.98915
48,0.0017265,0.99923
49,0.00088618,0.99932
50,0.05707,0.95185
51,0.00026163,0.99992
52,0.00058702,0.99968
53,0.00019963,0.99989
54,8.1411e-05,0.99996
55,0.00033711,0.99984
56,2.6865e-05,0.99999
57,0.0020704,0.99835
58,0.012085,0.99206
59,0.00041748,0.99977
60,0.13634,0.87594
61,1.1341e-05,0.99999
62,0.0065034,0.99073
63,0.023338,0.98279
64,0.0011061,0.99955
65,0.021181,0.98961
66,0.0040284,0.99789
67,5.6812e-06,1
68,0.010176,0.99205
69,0.050484,0.95988
70,0.00069206,0.99963
71,0.038455,0.97148
72,0.0022917,0.9984
73,2.6094e-05,0.99998
74,2.8135e-05,0.99999
75,0.00022128,0.99984
76,0.018237,0.9805
77,0.0051601,0.9957
78,0.9754,0.031627
79,0.99518,0.0055447
80,0.99978,0.00034953
81,0.99915,0.00045414
82,0.99931,0.00039772
83,0.99989,0.00019475
84,0.99376,0.0073339
85,0.99382,0.0059311
86,0.99991,0.00010232
87,0.99225,0.012301
88,0.99921,0.0014141
89,0.99755,0.0031529
90,0.97138,0.028846
91,0.95041,0.022185
92,0.99677,0.0052154
93,0.99922,0.0010858
94,0.96772,0.035952
95,0.99854,0.0017674
96,0.99395,0.0080427
97,0.99534,0.0057547
98,0.99563,0.003725
99,0.97612,0.015338
100,0.99916,0.00045553
101,0.98217,0.0090634
102,0.94819,0.051648
103,0.91778,0.060248
104,0.98921,0.01081
105,0.95307,0.038587
106,0.39602,0.57603
107,0.99909,0.0010138
108,0.001226,0.99893
109,0.99583,0.0049341
110,0.68813,0.49793
111,0.050776,0.97787
112,0.99037,0.0106
113,0.99816,0.0022667
114,0.97837,0.04423
115,0.33725,0.72351
116,0.98908,0.010971
117,0.99985,0.00029865
118,0.0014502,0.99913
119,0.0017858,0.99888
120,9.1489e-05,0.99997
121,0.021887,0.97891
122,0.00030262,0.99981
123,0.0011275,0.99956
124,0.025004,0.97961
125,0.003669,0.99572
126,0.0002713,0.99992
127,0.045252,0.95307
128,1.3622e-05,0.99999
129,0.0015762,0.99874
130,0.00021623,0.9999
131,5.0425e-06,1
132,1.6198e-05,0.99999
133,0.00057544,0.99979
134,6.1251e-06,0.99999
135,0.00038895,0.99974
136,1.3843e-06,1
137,2.7955e-05,0.99998
138,0.00021126,0.99991
139,9.3859e-06,0.99999
140,7.9682e-07,1
141,6.9103e-05,0.99998
142,2.2413e-05,0.99999
143,6.396e-06,0.99999
144,2.2556e-05,0.99998
145,0.033355,0.9824
155,0.90479,0.054107
156,0.99655,0.0037025
157,0.98305,0.014667
158,0.99993,6.5465e-05
159,0.98225,0.021007
160,0.89334,0.091232
161,0.99999,2.1828e-05
162,0.051426,0.94133
163,0.087108,0.90346
164,0.025903,0.9714
165,0.15351,0.83589
166,0.00082441,0.9994
167,0.009902,0.98639
168,2.0486e-05,0.99997
169,8.3571e-05,0.99994
170,5.9295e-05,0.99993
171,6.5597e-06,1
172,1.1564e-05,0.99998
173,0.00079046,0.99944
174,0.0029989,0.9955
175,0.0016829,0.99924
176,8.1351e-07,1
177,0.00026187,0.99979
178,0.00012994,0.99964
179,5.0727e-05,0.99997
180,2.4656e-06,1
181,6.6168e-05,0.99994
182,0.034698,0.97692
183,0.0025853,0.9981
184,0.0164,0.98272
185,0.00078078,0.9994
186,1.281e-05,0.99999
187,8.3339e-05,0.99996
188,0.29156,0.64389
189,0.33692,0.7051
190,0.00014205,0.99984
191,0.00020517,0.99987
192,1.107e-05,0.99999
193,1.736e-07,1
194,0.0012223,0.99924
195,0.00024303,0.99983
196,0.030805,0.9723
197,0.0029985,0.99606
198,0.0006641,0.99969
199,0.00016993,0.99983
200,8.1048e-05,0.99994
201,0.00027906,0.99976
202,2.6738e-05,0.99998
203,0.0054119,0.99612
204,8.7135e-06,0.99999
205,0.0022903,0.99799
206,0.00054485,0.99942
207,2.9879e-05,0.99995
208,0.00027134,0.99965
209,0.021347,0.97106
210,2.8386e-05,0.99998
211,0.00020295,0.99983
212,2.7043e-06,1
213,0.011263,0.99152
214,1.6692e-05,0.99999
215,6.3213e-06,0.99999
216,0.00038568,0.99979
217,8.5471e-05,0.99993
218,0.00010635,0.99994
219,9.4064e-06,1
220,0.0002164,0.99991
221,1.0523e-05,0.99999
222,4.4593e-06,1
223,0.0001306,0.99985
224,0.054443,0.96365
225,0.049783,0.94329
226,0.00046598,0.99944
227,0.00785,0.99137
228,0.013745,0.98276
229,0.00025007,0.99974
230,1.0045e-05,0.99999
231,0.0011897,0.9993
232,3.3187e-05,0.99996
233,0.00038834,0.99972
234,0.0023929,0.99694
235,9.2762e-05,0.99995
236,0.0010318,0.99881
237,0.0069122,0.99561
238,0.0001382,0.99989
239,0.01915,0.98428
240,0.00083646,0.99934
241,0.0030166,0.99616
242,0.0022371,0.99753
243,0.0084079,0.99522
244,0.0015887,0.99844
245,0.006509,0.99356
246,0.033116,0.95429
247,0.00035905,0.99967
248,0.00032904,0.99977
249,5.5647e-06,1
250,0.0067486,0.99167
251,3.9835e-05,0.99997
252,0.0010342,0.99912
253,0.0077008,0.99518
254,0.00031987,0.99976
255,0.85152,0.11952
256,0.98738,0.028777
257,0.98916,0.011583
258,0.99709,0.0032812
259,0.98162,0.028709
260,0.98029,0.01525
261,0.98795,0.014635
262,0.99714,0.003244
263,0.96656,0.031907
264,0.98887,0.0057699
265,0.99869,0.001302
266,0.99763,0.0033565
267,0.91233,0.073707
268,0.98015,0.029531
269,0.99643,0.003231
270,0.97596,0.013507
271,0.9974,0.0018831
272,0.99991,0.00015211
273,0.9991,0.0011463
274,0.99518,0.0074961
275,0.9994,0.00094895
276,0.9983,0.0022207
277,0.9936,0.0088284
278,0.99985,0.00030051
279,0.99997,4.7325e-05
280,0.99882,0.0025807
281,0.99999,2.0328e-05
282,0.9965,0.0039159
283,0.96086,0.045094
284,0.99987,0.00017359
285,0.95849,0.034786
286,0.9971,0.0038285
287,0.9678,0.050521
288,0.99468,0.0040359
289,0.99475,0.0082379
290,0.96113,0.027662
291,0.58699,0.34761
292,0.97664,0.016989
293,0.40762,0.54707
294,0.99285,0.0044704
295,0.99832,0.0041847
296,0.99714,0.0035317
297,0.47842,0.50643
298,0.9993,0.0013897
299,0.99583,0.010083
300,0.47706,0.56323
301,0.99924,0.0012607
302,0.90235,0.080858
303,0.93446,0.044242
304,0.99567,0.0044604
305,0.99665,0.0059727
306,0.99577,0.0065481
307,0.93991,0.068432
308,0.96331,0.041547
309,0.99962,0.0010057
310,0.99188,0.0050119
